#index faceIndex vertexID0 vertexID1 vertexID2
# FID_LIP_LEFT
0	0	33	0	34
1	0	0	5	34
2	0	1	5	0
3	0	1	6	5
4	0	1	2	6
5	0	2	7	6
6	0	2	3	7
7	0	3	8	7
8	0	3	4	8
9	0	34	5	35
10	0	5	10	35
11	0	6	10	5
12	0	6	7	10
13	0	7	11	10
14	0	7	8	11
15	0	8	12	11
16	0	8	9	12
17	0	8	4	9
18	0	9	13	12
19	0	4	32	9
20	0	9	32	13
21	0	36	18	37
22	0	36	14	18
23	0	14	19	18
24	0	14	15	19
25	0	15	20	19
26	0	15	16	20
27	0	16	21	20
28	0	16	17	21
29	0	17	32	21
30	0	37	22	38
31	0	37	18	22
32	0	18	23	22
33	0	18	19	23
34	0	19	24	23
35	0	19	20	24
36	0	20	25	24
37	0	20	21	25
38	0	21	26	25
39	0	32	26	21
# FID_MOUTHAREA_LEFT
40	2	38	27	39
41	2	38	22	27
42	2	22	28	27
43	2	22	23	28
44	2	23	29	28
45	2	24	29	23
46	2	24	30	29
47	2	25	30	24
48	2	25	31	30
49	2	26	31	25
50	2	32	31	26
# FID_LIP_RIGHT
51	1	40	33	34
52	1	40	34	45
53	1	41	40	45
54	1	41	45	46
55	1	42	41	46
56	1	42	46	47
57	1	42	47	43
58	1	43	47	48
59	1	43	48	44
60	1	45	34	35
61	1	45	35	50
62	1	46	45	50
63	1	47	46	50
64	1	47	50	51
65	1	48	47	51
66	1	48	51	52
67	1	48	52	49
68	1	44	48	49
69	1	49	52	53
70	1	44	49	72
71	1	49	53	72
72	1	36	37	58
73	1	54	36	58
74	1	54	58	59
75	1	55	54	59
76	1	55	59	60
77	1	56	55	60
78	1	56	60	61
79	1	57	56	61
80	1	72	57	61
81	1	37	38	62
82	1	58	37	62
83	1	58	62	63
84	1	59	58	63
85	1	59	63	64
86	1	60	59	64
87	1	60	64	65
88	1	61	60	65
89	1	61	65	66
90	1	72	61	66
# FID_MOUTHAREA_RIGHT
91	3	38	39	67
92	3	62	38	67
93	3	62	67	68
94	3	63	62	68
95	3	63	68	69
96	3	64	63	69
97	3	64	69	70
98	3	65	64	70
99	3	71	65	70
100	3	66	65	71
101	3	72	66	71
# FID_NOSE
102	4	73	74	75
103	4	73	75	76
104	4	75	74	77
105	4	75	77	76
106	4	74	78	77
107	4	77	78	79
108	4	77	79	80
109	4	76	77	80
110	4	78	81	82
111	4	79	78	82
112	4	79	82	87
113	4	79	87	83
114	4	80	79	83
115	4	80	83	84
116	4	81	85	82
117	4	82	85	86
118	4	82	86	87
119	4	83	87	88
120	4	83	88	89
121	4	84	83	89
122	4	86	85	90
123	4	86	90	91
124	4	87	86	91
125	4	87	91	92
126	4	87	92	93
127	4	88	87	93
128	4	88	93	94
129	4	89	88	94
130	4	91	90	95
131	4	91	95	96
132	4	91	96	97
133	4	92	91	97
134	4	93	92	97
135	4	93	97	98
136	4	93	98	99
137	4	94	93	99
# FID_EYEAREA_LEFT
138	5	134	100	73
139	5	100	115	73
140	5	100	101	115
141	5	101	116	115
142	5	101	108	116
143	5	102	108	101
144	5	102	109	108
145	5	103	109	102
146	5	103	110	109
147	5	104	110	103
148	5	104	111	110
149	5	104	105	111
150	5	105	112	111
151	5	105	106	112
152	5	106	113	112
153	5	106	107	113
154	5	107	114	113
# FID_EYELID_LEFT
155	7	108	117	116
156	7	109	117	108
157	7	109	118	117
158	7	109	110	118
159	7	110	119	118
160	7	110	111	119
161	7	111	120	119
162	7	111	112	120
163	7	112	121	120
164	7	112	113	121
165	7	113	122	121
# FID_EYEAREA_LEFT
166	5	113	114	122
167	5	73	115	128
168	5	115	116	128
169	5	116	129	128
170	5	116	123	129
171	5	123	124	129
172	5	124	130	129
173	5	124	125	130
174	5	125	126	130
175	5	126	131	130
176	5	127	131	126
177	5	127	132	131
178	5	127	133	132
179	5	122	133	127
180	5	114	133	122
# FID_EYEAREA_RIGHT
181	6	135	134	73
182	6	135	73	150
183	6	136	135	150
184	6	136	150	151
185	6	143	136	151
186	6	137	136	143
187	6	137	143	144
188	6	138	137	144
189	6	138	144	145
190	6	139	138	145
191	6	139	145	146
192	6	139	146	140
193	6	140	146	147
194	6	140	147	141
195	6	141	147	148
196	6	141	148	142
197	6	142	148	149
# FID_EYELID_RIGHT
198	8	143	151	152
199	8	144	143	152
200	8	144	152	153
201	8	145	144	153
202	8	145	153	154
203	8	145	154	146
204	8	146	154	155
205	8	146	155	147
206	8	147	155	156
207	8	147	156	148
208	8	148	156	157
# FID_EYEAREA_RIGHT
209	6	148	157	149
210	6	150	73	163
211	6	151	150	163
212	6	151	163	164
213	6	151	164	158
214	6	158	164	159
215	6	159	164	165
216	6	159	165	160
217	6	160	165	161
218	6	161	165	166
219	6	162	161	166
220	6	162	166	167
221	6	162	167	168
222	6	157	162	168
223	6	149	157	168
# FID_FOREHEAD_LEFT
224	9	230	169	190
225	9	230	170	169
226	9	230	171	170
227	9	230	224	171
228	9	224	172	171
229	9	224	225	172
230	9	225	173	172
231	9	225	226	173
232	9	226	174	173
233	9	226	227	174
234	9	227	175	174
235	9	175	184	174
236	9	175	185	184
237	9	176	185	175
238	9	176	186	185
239	9	176	378	186
240	9	190	169	191
241	9	169	177	191
242	9	169	170	177
# FID_EYEBROW_LEFT
243	11	170	178	177
244	11	170	179	178
245	11	171	179	170
246	11	171	180	179
247	11	171	172	180
248	11	172	181	180
249	11	172	173	181
250	11	173	182	181
251	11	173	174	182
252	11	182	174	183
# FID_FOREHEAD_LEFT
253	9	174	184	183
254	9	191	177	134
255	9	177	100	134
256	9	177	101	100
257	9	178	101	177
258	9	178	179	101
259	9	179	102	101
260	9	180	102	179
261	9	180	103	102
262	9	181	103	180
263	9	181	104	103
264	9	181	182	104
265	9	182	105	104
266	9	182	183	105
267	9	183	106	105
268	9	183	107	106
269	9	183	184	107
270	9	184	114	107
271	9	184	187	114
272	9	185	187	184
273	9	185	186	187
274	9	114	188	133
275	9	187	188	114
276	9	187	189	188
277	9	186	189	187
278	9	186	379	189
279	9	378	379	186
# FID_FOREHEAD_RIGHT
280	10	230	190	192
281	10	230	192	193
282	10	230	193	194
283	10	242	230	194
284	10	242	194	195
285	10	243	242	195
286	10	243	195	196
287	10	244	243	196
288	10	244	196	197
289	10	244	197	245
290	10	198	245	197
291	10	198	197	207
292	10	198	207	208
293	10	199	198	208
294	10	199	208	209
295	10	199	209	398
296	10	192	190	191
297	10	192	191	200
298	10	193	192	200
# FID_EYEBROW_RIGHT
299	12	193	200	201
300	12	193	201	202
301	12	194	193	202
302	12	194	202	203
303	12	195	194	203
304	12	195	203	204
305	12	195	204	196
306	12	196	204	205
307	12	196	205	197
308	12	205	206	197
# FID_FOREHEAD_RIGHT
309	10	197	206	207
310	10	200	191	134
311	10	200	134	135
312	10	200	135	136
313	10	201	200	136
314	10	201	136	202
315	10	202	136	137
316	10	203	202	137
317	10	203	137	138
318	10	204	203	138
319	10	204	138	139
320	10	205	204	139
321	10	205	139	140
322	10	205	140	206
323	10	206	140	141
324	10	206	141	142
325	10	206	142	207
326	10	207	142	149
327	10	207	149	210
328	10	208	207	210
329	10	208	210	209
330	10	149	168	211
331	10	210	149	211
332	10	210	211	212
333	10	209	210	212
334	10	209	212	399
335	10	398	209	399
# FID_FOREHEAD_LEFT
336	9	389	213	228
337	9	389	371	213
338	9	371	214	213
339	9	371	372	214
340	9	372	215	214
341	9	372	373	215
342	9	373	216	215
343	9	373	374	216
344	9	374	217	216
345	9	374	375	217
