#AU6 - Cheek Raiser
0	1	-0.013927	0.042775	-0.032108
1	1	-0.013479	0.047100	-0.036662
2	1	-0.012881	0.052865	-0.042733
3	1	-0.012432	0.057190	-0.047286
4	1	-0.026148	0.070731	-0.040867
5	1	-0.013927	0.042775	-0.032108
6	1	-0.013479	0.047100	-0.036662
7	1	-0.012432	0.057190	-0.047286
8	1	-0.012432	0.057190	-0.047286
9	1	-0.026148	0.070731	-0.040867
10	1	-0.013628	0.045658	-0.035144
11	1	-0.013180	0.049982	-0.039697
12	1	-0.018367	0.058282	-0.040165
13	1	-0.029040	0.071998	-0.038066
14	1	-0.013181	0.048347	0.002099
15	1	-0.019110	0.056331	-0.006023
16	1	-0.022075	0.060322	-0.010084
17	1	-0.028004	0.068306	-0.018205
18	1	-0.016146	0.052339	-0.001962
19	1	-0.019110	0.056331	-0.006023
20	1	-0.025040	0.064314	-0.014144
21	1	-0.029947	0.067862	-0.022882
22	1	-0.016146	0.052339	-0.001962
23	1	-0.025040	0.064314	-0.014144
24	1	-0.028004	0.068306	-0.018205
25	1	-0.030969	0.072297	-0.022266
26	1	-0.033934	0.076289	-0.026327
27	1	-0.010216	0.044356	0.006160
28	1	-0.006720	0.037384	-0.004302
29	1	-0.004455	0.035743	-0.005258
30	1	-0.010384	0.043726	-0.013380
31	1	-0.017754	0.053863	-0.018647
32	1	-0.039863	0.084272	-0.034448
33	1	-0.013927	0.042775	-0.032108
34	1	-0.013927	0.042775	-0.032108
35	1	-0.013927	0.042775	-0.032108
36	1	-0.009195	0.039920	0.005544
37	1	-0.009195	0.039920	0.005544
38	1	-0.010216	0.044356	0.006160
39	1	-0.010216	0.044356	0.006160
40	2	-0.013927	0.042775	-0.032108
41	2	-0.006019	0.047100	-0.036662
42	2	0.004524	0.052865	-0.042733
43	2	0.012432	0.057190	-0.047286
44	2	0.026148	0.070731	-0.040867
45	2	-0.013927	0.042775	-0.032108
46	2	-0.006019	0.047100	-0.036662
47	2	0.012432	0.057190	-0.047286
48	2	0.012432	0.057190	-0.047286
49	2	0.026148	0.070731	-0.040867
50	2	-0.008655	0.045658	-0.035144
51	2	-0.000747	0.049982	-0.039697
52	2	0.010011	0.058282	-0.040165
53	2	0.026255	0.071998	-0.038066
54	2	-0.005209	0.048347	0.002099
55	2	0.004807	0.056331	-0.006023
56	2	0.009815	0.060322	-0.010084
57	2	0.019831	0.068306	-0.018205
58	2	-0.000201	0.052339	-0.001962
59	2	0.004807	0.056331	-0.006023
60	2	0.014823	0.064314	-0.014144
61	2	0.025861	0.067862	-0.022882
62	2	-0.000201	0.052339	-0.001962
63	2	0.014823	0.064314	-0.014144
64	2	0.019831	0.068306	-0.018205
65	2	0.024839	0.072297	-0.022266
66	2	0.029847	0.076289	-0.026327
67	2	-0.010216	0.044356	0.006160
68	2	0.000577	0.037357	-0.004355
69	2	0.000350	0.035707	-0.005329
70	2	0.010366	0.043690	-0.013450
71	2	0.017740	0.053836	-0.018700
72	2	0.039863	0.084272	-0.034448
73	3	-0.009788	-0.003039	0.006257
74	3	-0.009788	-0.003039	0.006257
75	3	-0.009788	-0.003039	0.006257
76	3	-0.009788	-0.003039	0.006257
77	3	-0.009788	-0.003039	0.006257
78	3	-0.006282	0.007581	0.000181
79	3	0.012923	0.008259	0.005810
80	3	0.006304	0.007626	0.000270
81	3	-0.014038	0.037472	0.003616
82	3	-0.014038	0.037472	0.003616
83	3	0.014089	0.037573	0.003816
84	3	0.014089	0.037573	0.003816
85	3	-0.032531	0.058866	-0.005207
86	3	-0.022480	0.016934	-0.008128
87	3	-0.012429	-0.024998	-0.011048
88	3	0.010110	0.017051	-0.007897
89	3	0.032648	0.059101	-0.004745
90	3	-0.032531	0.058866	-0.005207
91	3	-0.022480	0.016934	-0.008128
92	3	-0.012429	-0.024998	-0.011048
93	3	0.010110	0.017051	-0.007897
94	3	0.032648	0.059101	-0.004745
95	3	-0.022480	0.016934	-0.008128
96	3	-0.022480	0.016934	-0.008128
97	3	-0.012429	-0.024998	-0.011048
98	3	0.010110	0.017051	-0.007897
99	3	0.010110	0.017051	-0.007897
100	4	0.012923	0.008259	0.005810
101	4	-0.008777	0.002128	0.005776
102	4	-0.014173	0.006620	0.005623
103	4	0.024778	0.012066	0.005373
104	4	0.003725	0.010490	0.012828
105	4	0.003725	0.010490	0.012828
106	4	0.020349	-0.011431	0.019845
107	4	-0.010905	-0.001992	0.015955
108	4	0.014798	0.005894	0.005702
109	4	0.028771	0.014534	0.005241
110	4	0.024778	0.012066	0.005373
111	4	0.028771	0.014534	0.005241
112	4	0.001263	0.028096	0.021299
113	4	0.033920	0.031835	0.037257
114	4	-0.010905	-0.001992	0.015955
115	4	-0.009788	-0.003039	0.006257
116	4	0.027030	0.004971	0.010213
117	4	0.027900	0.009753	0.007727
118	4	0.028422	0.012622	0.006235
119	4	0.028771	0.014534	0.005241
120	4	0.030315	0.019725	0.014845
121	4	0.032375	0.026645	0.027652
122	4	0.033920	0.031835	0.037257
123	4	0.052664	0.027367	0.033454
124	4	0.052664	0.027367	0.033454
125	4	0.052664	0.027367	0.033454
126	4	0.052664	0.027367	0.033454
127	4	0.052664	0.027367	0.033454
128	4	0.008621	0.000966	0.008235
129	4	0.009561	0.006677	0.005226
130	4	0.052664	0.027367	0.033454
131	4	0.052664	0.027367	0.033454
132	4	0.003740	0.079127	0.036538
133	4	0.003740	0.079127	0.036538
134	4	0.012923	0.008259	0.005810
135	5	0.012923	0.008259	0.005810
136	5	0.008809	0.002191	0.005900
137	5	-0.001863	0.006665	0.005710
138	5	-0.019650	0.014120	0.005394
139	5	-0.019826	0.010405	0.012660
