#AU12 - Lip Corner Puller
0	1	0.040005	0.012049	-0.039816
1	1	0.007433	0.013519	-0.052587
2	1	-0.035998	0.015479	-0.069615
3	1	-0.068570	0.016949	-0.082386
4	1	-0.064306	0.047392	-0.093701
5	1	0.040005	0.012049	-0.039816
6	1	0.007433	0.013519	-0.052587
7	1	-0.068570	0.016949	-0.082386
8	1	-0.068570	0.016949	-0.082386
9	1	-0.064306	0.047392	-0.093701
10	1	0.018290	0.013029	-0.048330
11	1	-0.014282	0.014499	-0.061101
12	1	-0.034292	0.027656	-0.074141
13	1	-0.052595	0.052991	-0.091707
14	1	0.012655	0.056108	-0.033386
15	1	-0.003499	0.060936	-0.049303
16	1	-0.011577	0.063351	-0.057262
17	1	-0.027731	0.068179	-0.073180
18	1	0.004578	0.058522	-0.041345
19	1	-0.003499	0.060936	-0.049303
20	1	-0.019654	0.065765	-0.065221
21	1	-0.037882	0.065224	-0.078596
22	1	0.004578	0.058522	-0.041345
23	1	-0.019654	0.065765	-0.065221
24	1	-0.027731	0.068179	-0.073180
25	1	-0.035809	0.070593	-0.081139
26	1	-0.043886	0.073007	-0.089098
27	1	0.020733	0.053694	-0.025427
28	1	-0.025070	0.068129	-0.037476
29	1	-0.033004	0.071760	-0.040081
30	1	-0.049159	0.076588	-0.055999
31	1	-0.051880	0.076900	-0.068253
32	1	-0.060041	0.077836	-0.105016
33	1	0.040005	0.012049	-0.039816
34	1	0.040005	0.012049	-0.039816
35	1	0.040005	0.012049	-0.039816
36	1	0.018659	0.048325	-0.022884
37	1	0.018659	0.048325	-0.022884
38	1	0.020733	0.053694	-0.025427
39	1	0.020733	0.053694	-0.025427
40	2	0.040005	0.012049	-0.039816
41	2	0.048575	0.013519	-0.052587
42	2	0.060001	0.015479	-0.069615
43	2	0.068570	0.016949	-0.082386
44	2	0.064306	0.047392	-0.093701
45	2	0.040005	0.012049	-0.039816
46	2	0.048575	0.013519	-0.052587
47	2	0.068570	0.016949	-0.082386
48	2	0.068570	0.016949	-0.082386
49	2	0.064306	0.047392	-0.093701
50	2	0.045718	0.013029	-0.048330
51	2	0.054288	0.014499	-0.061101
52	2	0.058295	0.027656	-0.074141
53	2	0.060596	0.052991	-0.091707
54	2	0.024664	0.056108	-0.033386
55	2	0.032525	0.060936	-0.049303
56	2	0.036456	0.063351	-0.057262
57	2	0.044317	0.068179	-0.073180
58	2	0.028594	0.058522	-0.041345
59	2	0.032525	0.060936	-0.049303
60	2	0.040387	0.065765	-0.065221
61	2	0.046175	0.065224	-0.078596
62	2	0.028594	0.058522	-0.041345
63	2	0.040387	0.065765	-0.065221
64	2	0.044317	0.068179	-0.073180
65	2	0.048248	0.070593	-0.081139
66	2	0.052179	0.073007	-0.089098
67	2	0.020733	0.053694	-0.025427
68	2	0.037573	0.068255	-0.037226
69	2	0.041382	0.071929	-0.039748
70	2	0.049244	0.076757	-0.055665
71	2	0.051943	0.077027	-0.068003
72	2	0.060041	0.077836	-0.105016
73	3	0.002970	-0.008324	0.004694
74	3	0.002970	-0.008324	0.004694
75	3	0.002970	-0.008324	0.004694
76	3	0.002970	-0.008324	0.004694
77	3	0.002970	-0.008324	0.004694
78	3	0.005071	-0.008299	0.005721
79	3	-0.005235	-0.008245	0.007506
80	3	-0.005089	-0.008335	0.005648
81	3	0.001921	0.000989	0.006929
82	3	0.001921	0.000989	0.006929
83	3	-0.001927	0.000976	0.006901
